Average Reward,Min Reward,Max Reward,Advantage Mean,Advantage Std,Average Entropy Loss,Last Entropy Loss,Average Policy Loss,Last Policy Loss,Average Value Loss,Last Value Loss
-0.88148,-4.32256,0.98466,0.0,1.0,0.9206,0.91754,-0.01454,-0.02979,13351.834,12744.63477
0.26281,-1.80788,0.98928,-0.0,1.0,0.9177,0.91889,-0.00889,0.0605,662.6273,512.06372
0.71088,-0.3348,0.98737,-0.0,1.0,0.9181,0.91657,-0.00617,-0.32419,1302.2498,1402.28882
0.79094,0.18526,0.98874,-0.0,1.0,0.9161,0.91575,-0.00486,0.02319,1419.3235,1294.07715
0.07473,-2.55859,0.99178,-0.0,1.0,0.9137,0.91201,-0.00668,0.04818,1495.4303,1305.18164
0.26418,-1.6068,0.98191,0.0,1.0,0.9132,0.91347,-0.00529,0.02921,495.10785,447.33087
0.49047,-1.1173,0.99178,-0.0,1.0,0.913,0.91227,-0.00614,-0.0076,558.51263,518.87598
0.24997,-2.03283,0.98988,0.0,1.0,0.9097,0.90736,-0.00547,0.17009,408.0346,543.19757
0.18966,-2.73798,0.99028,-0.0,1.0,0.9039,0.90078,-0.02313,-0.09035,2498.2144,2055.30615
0.171,-3.76541,0.98858,0.0,1.0,0.8991,0.89863,-0.01846,-0.11639,1182.6716,1100.36462
-0.27676,-3.53369,0.98844,0.0,1.0,0.8951,0.89139,-0.01471,-0.11244,5097.4326,4341.69678
0.17615,-2.32708,0.98958,-0.0,1.0,0.889,0.88725,-0.00776,-0.03593,1002.93665,1043.34778
0.60932,-1.16095,0.99008,-0.0,1.0,0.8881,0.88853,-0.01533,0.1238,1625.1317,1344.67749
0.21134,-3.79544,0.99078,-0.0,1.0,0.8874,0.88596,-0.00431,-0.01018,1886.4957,1405.71411
0.44799,-1.29393,0.98788,-0.0,1.0,0.8879,0.88909,-0.00649,-0.2701,729.24725,911.46741
0.2333,-2.02455,0.99188,0.0,1.0,0.8907,0.89139,-0.00308,0.06659,1096.2087,1237.61353
0.30315,-2.12542,0.98747,-0.0,1.0,0.8949,0.89759,-0.0023,0.05646,941.8005,933.96228
0.4353,-1.85459,0.98946,-0.0,1.0,0.899,0.89917,-0.00979,-0.16349,902.63586,688.24854
0.36359,-2.12537,0.99128,-0.0,1.0,0.896,0.89277,-0.01098,-0.23198,1232.1895,953.49365
0.2934,-3.14973,0.99128,0.0,1.0,0.8889,0.88544,-0.01279,-0.05533,1921.6301,2291.24658
0.30094,-2.17113,0.99168,0.0,1.0,0.8872,0.88948,-0.00888,0.12259,1554.7072,1798.74121
0.70797,-0.67903,0.98738,0.0,1.0,0.8892,0.88872,-0.00186,-0.06597,1492.6061,1457.07166
0.59898,-0.97744,0.99148,-0.0,1.0,0.8857,0.8837,-0.00564,-0.07015,633.35596,523.66907
0.65966,-0.45656,0.98968,0.0,1.0,0.8835,0.88337,-0.00554,0.02374,846.98535,848.50482
0.61672,-0.92657,0.99138,0.0,1.0,0.8834,0.88325,-0.00438,0.06905,621.7953,574.2226
0.15471,-2.54182,0.98991,0.0,1.0,0.8805,0.87845,-0.0098,0.03246,1823.2388,1725.81226
0.752,-0.32577,0.98925,0.0,1.0,0.8776,0.87628,-0.01278,0.04757,1029.2728,932.32104
0.26312,-1.99208,0.98538,0.0,1.0,0.8745,0.87313,-0.00312,0.067,1173.6077,1303.04443
0.46298,-1.49895,0.99003,-0.0,1.0,0.8699,0.86716,-0.00718,0.05272,452.93753,448.92377
0.36318,-1.35718,0.99069,-0.0,1.0,0.864,0.86139,-0.01831,0.00482,510.9294,478.47333
0.65616,-0.50299,0.99079,-0.0,1.0,0.8625,0.86308,-0.00324,0.01651,753.2601,782.46014
0.60188,-1.31543,0.98785,0.0,1.0,0.8655,0.86721,-0.00682,-0.09783,399.59125,378.93817
0.39369,-3.18515,0.99098,-0.0,1.0,0.8671,0.86585,-0.00687,-0.10837,974.6248,848.36572
0.26202,-2.61984,0.98968,-0.0,1.0,0.8651,0.8652,-0.01223,0.23656,1375.3363,1779.82251
0.385,-1.49652,0.98798,0.0,1.0,0.8628,0.86079,-0.0051,-0.12308,1014.11115,841.17883
0.35615,-1.36735,0.99047,0.0,1.0,0.8626,0.86373,-0.0042,0.05381,653.39294,618.46167
0.48405,-1.85228,0.99098,-0.0,1.0,0.8646,0.86434,-0.00578,0.01849,1089.9258,1152.71655
0.76315,-0.41619,0.99048,0.0,1.0,0.8623,0.86049,-0.00845,-0.01825,926.12805,805.96112
0.53352,-0.88181,0.98712,-0.0,1.0,0.8611,0.85981,-0.00607,0.07334,313.86868,270.64243
0.67285,-0.4206,0.98648,-0.0,1.0,0.8598,0.86028,-0.00243,-0.04189,459.63675,452.48828
0.40797,-1.65071,0.98448,0.0,1.0,0.8587,0.85697,-0.00461,-0.13189,467.4643,343.8855
0.59073,-0.95486,0.99108,0.0,1.0,0.8588,0.86027,-0.00421,-0.02934,650.15393,594.88458
0.49527,-0.65487,0.98778,0.0,1.0,0.8591,0.85782,-0.0073,-0.01636,1077.3805,1009.76685
0.60812,-1.4922,0.98777,0.0,1.0,0.8567,0.8561,-0.00382,-0.21135,438.149,481.69559
-0.84099,-4.39236,0.98528,0.0,1.0,0.8548,0.85547,-0.017,-0.04791,13121.559,12327.91211
0.44129,-1.26868,0.99124,0.0,1.0,0.8526,0.8503,-0.00892,0.09845,383.2762,404.76596
0.50769,-1.36265,0.98596,0.0,1.0,0.8493,0.84796,-0.00823,0.0066,402.33835,355.64471
0.47378,-1.87182,0.9861,-0.0,1.0,0.8508,0.854,-0.00441,-0.16769,836.00867,895.92346
0.59449,-0.49182,0.99007,0.0,1.0,0.8544,0.85349,-0.00945,-0.06765,455.01257,428.04416
0.24444,-1.55834,0.98957,-0.0,1.0,0.8496,0.84616,-0.01989,-0.06368,1435.9512,1358.11584
0.13525,-3.09098,0.98642,-0.0,1.0,0.8443,0.84344,-0.01799,-0.18768,2019.929,1627.63782
0.74233,-0.35128,0.99188,0.0,1.0,0.8431,0.84196,-0.01142,-0.09821,1081.7937,961.40533
-0.50141,-4.13819,0.98769,0.0,1.0,0.8396,0.83757,-0.01521,0.15781,7370.1978,8910.37012
0.08547,-2.11618,0.99073,-0.0,1.0,0.8379,0.83795,-0.00878,0.07422,2529.1226,2301.10156
0.53542,-2.05937,0.98768,0.0,1.0,0.8347,0.83203,-0.00551,-0.17859,831.3918,782.05365
0.39369,-1.48794,0.98903,-0.0,1.0,0.8288,0.82651,-0.01372,-0.04606,674.35657,931.82257
0.50081,-1.04956,0.99018,-0.0,1.0,0.8255,0.82349,-0.00896,0.01592,293.6895,259.71408
0.71843,0.08806,0.98518,-0.0,1.0,0.8227,0.82236,-0.01228,-0.01386,915.58026,754.33301
0.40377,-1.06213,0.98938,-0.0,1.0,0.8209,0.81842,-0.00705,-0.13331,265.28815,268.01489
0.56831,-1.13458,0.98878,0.0,1.0,0.8201,0.82081,-0.00507,-0.15883,419.09064,467.5249
0.46522,-0.82366,0.98588,-0.0,1.0,0.8231,0.82469,-0.00257,-0.11723,773.1074,720.76404
0.14916,-3.77764,0.98652,-0.0,1.0,0.824,0.82354,-0.0144,0.01723,2597.5552,2692.4585
0.54341,-0.94466,0.99038,0.0,1.0,0.8202,0.81741,-0.01291,0.01119,308.12573,363.11926
-0.24976,-2.67987,0.98,-0.0,1.0,0.8149,0.81242,-0.01301,-0.02004,5972.889,5426.76562
0.55943,-0.71535,0.98213,0.0,1.0,0.8095,0.80671,-0.00582,-0.07239,328.52658,276.7923
0.59429,-0.93282,0.98838,-0.0,1.0,0.8075,0.80744,-0.00609,-0.03494,574.4455,575.36462
-0.10872,-4.21966,0.99105,-0.0,1.0,0.8053,0.80338,-0.00259,0.03144,6414.448,6296.10889
0.20985,-1.49257,0.9879,-0.0,1.0,0.802,0.80165,-0.00559,-0.04436,678.33026,572.07861
0.16663,-1.46397,0.98669,-0.0,1.0,0.8013,0.80191,-0.00781,-0.25197,599.32275,366.88651
-0.21603,-3.22182,0.99037,-0.0,1.0,0.8023,0.80263,-0.00551,-0.00021,4637.013,4743.86328
0.24448,-2.45156,0.98864,-0.0,1.0,0.8005,0.79934,-0.01412,0.02499,1485.8936,1262.6272
0.33849,-1.27198,0.98581,0.0,1.0,0.8008,0.80154,-0.00806,0.23702,552.41077,438.44073
0.62007,-1.30428,0.98879,-0.0,1.0,0.803,0.804,-0.00407,0.05117,1136.7379,1012.57629
0.05383,-3.74232,0.98889,0.0,1.0,0.8055,0.80654,-0.00935,-0.0223,2460.668,2328.90283
0.20461,-1.3492,0.97926,-0.0,1.0,0.8037,0.80104,-0.00332,-0.05433,435.43732,479.24887
0.39584,-1.68898,0.99028,-0.0,1.0,0.8013,0.80071,-0.00946,-0.03463,589.8516,554.91443
0.33552,-1.28471,0.98808,0.0,1.0,0.7995,0.79887,-0.01644,0.01956,221.19939,202.20709
0.5997,-1.47182,0.99118,-0.0,1.0,0.7989,0.7976,-0.00695,-0.15972,537.0623,469.3298
0.03301,-3.9284,0.98528,-0.0,1.0,0.7947,0.79244,-0.0191,-0.03333,4230.291,3611.98242
0.51756,-1.30494,0.98938,0.0,1.0,0.7935,0.79448,-0.00528,-0.07548,626.2432,428.80331
-0.07461,-4.60969,0.98993,0.0,1.0,0.7931,0.79261,-0.02437,0.11029,7200.3384,8261.85742
0.68329,-1.94184,0.99208,-0.0,1.0,0.7904,0.78969,-0.00488,0.08396,1047.5242,840.18542
0.5492,-1.3436,0.98958,0.0,1.0,0.7904,0.78942,-0.00847,-0.36156,707.96497,622.30396
-0.08491,-5.15604,0.98939,-0.0,1.0,0.7866,0.78454,-0.02377,0.03224,6017.25,5125.08838
0.67989,-0.08166,0.99133,-0.0,1.0,0.785,0.78464,-0.00522,-0.01639,674.88074,549.55322
0.7282,-0.56838,0.99028,-0.0,1.0,0.7822,0.78025,-0.00763,0.13669,792.56146,608.9223
0.53139,-0.79682,0.99058,-0.0,1.0,0.7807,0.78022,-0.00579,-0.09028,447.69687,394.3786
0.23349,-3.34211,0.98673,0.0,1.0,0.7791,0.77898,-0.01603,0.01027,2665.1606,2981.51855
-0.38277,-2.66025,0.99018,-0.0,1.0,0.7765,0.77382,-0.01705,-0.1197,3818.3086,2963.78076
0.35678,-1.58548,0.98738,0.0,1.0,0.7716,0.76899,-0.00385,-0.14303,456.33368,536.53918
0.15996,-3.34388,0.98558,-0.0,1.0,0.7663,0.76464,-0.01055,0.01797,728.3451,591.41968
0.64555,-0.49238,0.98348,0.0,1.0,0.7646,0.76476,-0.00381,0.02825,989.96893,802.67505
0.3533,-2.15817,0.98908,-0.0,1.0,0.7621,0.76043,-0.01745,0.04757,963.8675,968.51477
0.55778,-1.42085,0.99168,-0.0,1.0,0.7629,0.76493,-0.00497,0.00052,1245.8463,1007.27014
0.65245,-0.6779,0.98948,-0.0,1.0,0.7624,0.76011,-0.00428,-0.29988,683.9523,751.3205
0.31605,-1.19389,0.98968,0.0,1.0,0.7626,0.76409,-0.00848,-0.12066,250.82793,172.59006
0.52483,-1.72744,0.98294,-0.0,1.0,0.762,0.75924,-0.01166,-0.15791,937.52386,846.85126
0.67802,-0.62226,0.97843,0.0,1.0,0.7585,0.75737,-0.009,0.02246,930.23114,675.724
0.20242,-2.15742,0.98814,-0.0,1.0,0.7572,0.75624,-0.01068,-0.05369,882.999,741.49841
0.07908,-2.38143,0.98762,0.0,1.0,0.7572,0.75775,-0.02573,0.12421,2765.2,3295.05127
0.25737,-1.98834,0.99051,-0.0,1.0,0.7547,0.75129,-0.00941,0.18385,921.00586,979.16846
-0.73226,-5.46655,0.97953,-0.0,1.0,0.7481,0.7454,-0.03136,-0.20931,14797.093,13170.46289
0.15691,-1.33474,0.98176,-0.0,1.0,0.7414,0.73813,-0.00558,-0.04871,909.5258,972.26117
0.50875,-1.25131,0.99028,0.0,1.0,0.7419,0.74517,-0.00576,0.25977,1125.4001,889.68274
0.49921,-0.97226,0.98897,-0.0,1.0,0.744,0.74176,-0.00421,0.11949,812.7388,647.20117
0.44793,-1.23042,0.98933,-0.0,1.0,0.7439,0.7451,-0.01075,-0.00144,387.28647,289.72531
0.39399,-2.36741,0.99128,-0.0,1.0,0.7472,0.74968,-0.00403,0.16336,828.34534,1025.2793
0.01459,-2.66339,0.98891,0.0,1.0,0.7475,0.74611,-0.03291,0.04483,2691.7524,2588.85083
0.73264,-0.35205,0.98813,0.0,1.0,0.7454,0.74399,-0.00468,0.07895,1012.51776,804.20557
0.69051,-0.36407,0.98431,0.0,1.0,0.7408,0.73797,-0.00502,-0.03358,851.42303,726.20135
0.5793,-0.86867,0.98376,-0.0,1.0,0.7359,0.73444,-0.00496,-0.20006,410.51016,443.25708
0.18524,-2.23406,0.99048,0.0,1.0,0.7336,0.7325,-0.00619,-0.02016,1246.7478,1150.14929
0.29394,-2.03182,0.98976,-0.0,1.0,0.7366,0.74048,-0.00831,0.02693,899.23615,756.70245
0.65124,-0.21775,0.98728,-0.0,1.0,0.7405,0.73933,-0.01643,0.07478,603.89905,482.50928
0.01774,-2.59901,0.9892,-0.0,1.0,0.7371,0.73446,-0.00977,0.06472,2319.325,2551.12402
0.48548,-1.92387,0.98465,0.0,1.0,0.7322,0.73087,-0.0051,-0.13188,693.1297,573.33557
0.12942,-1.77434,0.98472,-0.0,1.0,0.7311,0.7312,-0.00616,0.04409,867.4918,852.76282
0.37857,-2.34226,0.98445,-0.0,1.0,0.7288,0.72633,-0.00601,-0.04771,794.2384,657.29675
0.24069,-2.44679,0.97925,-0.0,1.0,0.7254,0.72557,-0.00459,0.06649,1211.8047,1498.78027
-0.05168,-3.48678,0.98448,0.0,1.0,0.7266,0.72686,-0.005,-0.03876,3472.0605,3308.20288
0.08315,-3.99623,0.98643,-0.0,1.0,0.7263,0.72525,-0.00655,-0.01521,2294.5793,1666.96362
-0.61752,-3.39009,0.98538,0.0,1.0,0.7263,0.72768,-0.01155,-0.11386,11659.111,10985.97949
0.2245,-2.27649,0.98718,0.0,1.0,0.7292,0.72945,-0.01457,-0.1629,1610.5974,1624.45935
-0.95481,-5.41702,0.98928,0.0,1.0,0.7296,0.7306,-0.02266,0.06796,22686.52,25363.49219
0.47206,-1.18356,0.98613,0.0,1.0,0.7313,0.73178,-0.00606,-0.00663,800.62274,696.62213
-0.50097,-3.64299,0.98723,-0.0,1.0,0.7352,0.73814,-0.00955,-0.25566,3896.7515,2373.28711
0.50809,-0.56739,0.98828,-0.0,1.0,0.7398,0.74207,-0.00956,-0.26055,1486.6796,1699.59229
-1.04838,-3.87245,0.98338,-0.0,1.0,0.7451,0.74882,-0.02695,-0.1496,16124.609,13196.19727
0.18019,-2.12854,0.987,0.0,1.0,0.7449,0.74096,-0.0195,-0.01406,658.4245,647.30768
0.7237,-0.10615,0.99108,0.0,1.0,0.7437,0.74607,-0.00872,-0.04827,2248.2827,1999.24585
0.47788,-1.30849,0.98778,0.0,1.0,0.7447,0.74348,-0.00809,-0.07802,908.21765,827.24384
0.3794,-2.07129,0.98448,-0.0,1.0,0.7436,0.74304,-0.01537,-0.06371,661.47925,673.52258
0.81933,-0.10425,0.99208,-0.0,1.0,0.744,0.74566,-0.01228,-0.08391,1514.9705,1381.97424
0.50646,-1.04096,0.98844,-0.0,1.0,0.7436,0.74119,-0.01013,-0.20706,518.79767,468.8884
0.57427,-0.91623,0.99021,0.0,1.0,0.7413,0.73997,-0.00912,0.00833,582.3876,522.56488
0.53555,-1.6789,0.98811,-0.0,1.0,0.7389,0.7383,-0.00992,0.07262,611.6109,615.04791
0.80531,-0.21263,0.9827,0.0,1.0,0.7375,0.7364,-0.01226,-0.19866,828.7297,761.34424
0.7599,-0.89195,0.98947,-0.0,1.0,0.7349,0.73339,-0.00438,0.04542,665.2941,704.87921
0.18121,-2.27471,0.98638,-0.0,1.0,0.7369,0.74017,-0.00845,-0.01048,4085.2974,4040.38281
-0.13077,-3.06272,0.98385,0.0,1.0,0.7428,0.74404,-0.01642,-0.10597,5321.374,4227.41211
0.71221,-0.16438,0.98673,0.0,1.0,0.7464,0.74827,-0.00672,-0.11469,634.61145,650.30103
0.12196,-1.5732,0.99168,0.0,1.0,0.7494,0.75094,-0.01493,-0.125,1244.9954,997.51672
0.53016,-1.15049,0.98696,-0.0,1.0,0.7519,0.75284,-0.00363,-0.2022,383.78912,378.94052
0.59244,-0.7588,0.9892,0.0,1.0,0.7532,0.75397,-0.00663,0.08,235.64027,279.99835
0.41133,-1.10392,0.98465,0.0,1.0,0.754,0.75359,-0.0121,-0.07041,499.3083,481.55676
0.632,-0.63302,0.99101,-0.0,1.0,0.7523,0.75019,-0.00169,-0.0937,546.93915,498.25458
0.27575,-1.98976,0.99077,0.0,1.0,0.7498,0.74973,-0.00316,0.07868,1218.5789,1080.24426
-0.29059,-3.95516,0.98908,-0.0,1.0,0.7482,0.74685,-0.01119,0.0225,5423.8496,5815.72852
0.76414,-0.15795,0.99051,-0.0,1.0,0.7453,0.74356,-0.00648,-0.11194,1103.699,1000.76855
-0.01827,-4.34528,0.98358,0.0,1.0,0.7426,0.74244,-0.01536,-0.00073,7102.8945,7067.28516
-0.02892,-4.74928,0.98463,-0.0,1.0,0.7417,0.74092,-0.00632,-0.07197,2665.6445,1667.54211
0.34279,-2.09211,0.98978,0.0,1.0,0.7433,0.74563,-0.00598,-0.08795,928.2756,638.94348
0.1966,-1.14753,0.97297,-0.0,1.0,0.7447,0.74245,-0.01196,-0.10873,349.83017,320.32642
0.17273,-2.08681,0.98755,-0.0,1.0,0.742,0.74112,-0.01731,0.02182,1109.0625,1199.25061
-0.21053,-4.57564,0.99178,-0.0,1.0,0.7421,0.74246,-0.0158,-0.33193,9042.302,5995.54883
0.70467,-0.26266,0.98832,-0.0,1.0,0.7437,0.74433,-0.00412,-0.04342,1836.7316,1713.1344
0.27687,-2.94137,0.9885,0.0,1.0,0.7438,0.74237,-0.01233,0.12401,1601.3701,1635.29724
-0.00119,-2.79779,0.98592,-0.0,1.0,0.7433,0.74414,-0.00817,0.1235,1661.7678,1745.8866
0.18881,-1.23236,0.98478,0.0,1.0,0.7419,0.73972,-0.01779,-0.08027,780.0366,649.21173
0.57125,-1.22882,0.98868,-0.0,1.0,0.737,0.7348,-0.00174,-0.02593,1060.9088,873.21277
-0.11142,-2.20182,0.98509,0.0,1.0,0.7346,0.73536,-0.00655,0.17781,2194.104,2420.73828
0.28628,-2.003,0.98778,0.0,1.0,0.7326,0.73091,-0.01434,0.09141,1380.6829,1359.17151
0.78688,-0.02349,0.98925,-0.0,1.0,0.7288,0.72637,-0.01011,-0.08851,1826.1873,1681.3833
0.6036,-0.87504,0.98886,0.0,1.0,0.7263,0.72538,-0.0091,0.1373,703.65784,573.45612
0.79022,0.08199,0.98748,-0.0,1.0,0.7236,0.72159,-0.00682,-0.20164,1016.2699,958.09955
-0.18494,-2.53375,0.98608,0.0,1.0,0.719,0.71801,-0.01318,-0.13148,2485.0444,1960.75366
0.27479,-2.67714,0.9908,-0.0,1.0,0.7156,0.71339,-0.02592,0.02091,1315.2402,1277.24255
0.70324,-0.65415,0.98958,0.0,1.0,0.7153,0.71618,-0.00752,-0.11161,1155.6697,1032.00476
0.10708,-2.52187,0.99108,0.0,1.0,0.716,0.71774,-0.02359,-0.11932,2885.3982,1738.29761
-0.28024,-3.08971,0.98618,0.0,1.0,0.7156,0.71346,-0.00324,-0.01113,4476.5464,4297.08691
-0.18436,-2.71945,0.98588,0.0,1.0,0.711,0.7085,-0.01537,0.08075,2622.2102,2910.53931
0.13367,-1.64279,0.98873,0.0,1.0,0.7048,0.70206,-0.00735,0.21455,938.8092,1015.5213
-0.55461,-4.1785,0.98657,-0.0,1.0,0.7015,0.70121,-0.02224,-0.06044,13746.817,13308.04199
0.68354,-0.55635,0.98772,0.0,1.0,0.7041,0.70646,-0.004,-0.06685,1639.9679,1480.78491
0.7723,-0.16991,0.99208,0.0,1.0,0.7058,0.70412,-0.01259,0.22741,1733.9569,1251.77808
0.0574,-1.98307,0.98741,0.0,1.0,0.7017,0.69839,-0.01667,-0.13354,1124.738,1050.48743
-0.77536,-3.92136,0.99069,-0.0,1.0,0.6953,0.69273,-0.03232,0.03664,10439.227,10987.2793
0.32188,-1.53964,0.99188,0.0,1.0,0.6905,0.68724,-0.00358,-0.01367,755.4724,788.45398
0.47511,-0.87762,0.9837,-0.0,1.0,0.6849,0.68276,-0.0045,-0.13194,405.20773,383.14981
0.13265,-3.38741,0.98958,0.0,1.0,0.6844,0.68569,-0.01305,-0.0708,4664.4775,4187.77295
0.07188,-2.15281,0.98427,0.0,1.0,0.6836,0.68248,-0.02196,0.11491,1949.0541,2308.36914
-0.68081,-4.98298,0.9856,-0.0,1.0,0.6827,0.68231,-0.01062,0.0687,10033.81,10406.15039
0.00871,-2.30386,0.98568,-0.0,1.0,0.6784,0.67461,-0.02425,-0.10455,929.48773,839.24786
0.66123,-0.87486,0.98899,-0.0,1.0,0.6735,0.67217,-0.00693,-0.09341,2542.4827,2472.43408
0.78244,-0.06509,0.98797,0.0,1.0,0.6736,0.67397,-0.00652,-0.08682,2765.6223,2625.91626
-0.23357,-4.06448,0.98182,-0.0,1.0,0.6738,0.67405,-0.02111,0.07109,6750.095,7621.74512
0.32521,-3.11215,0.99118,-0.0,1.0,0.6765,0.67782,-0.00913,0.02346,1924.3909,1549.54626
-0.32618,-3.38865,0.98848,0.0,1.0,0.6779,0.67853,-0.01314,-0.0187,5517.7256,5504.39111
0.43299,-1.81825,0.9902,0.0,1.0,0.6766,0.67461,-0.00538,-0.02975,1107.3556,1048.56921
0.4012,-3.02572,0.99029,0.0,1.0,0.6706,0.66667,-0.01296,-0.17376,1497.0938,1461.02637
0.77684,-0.69275,0.9895,0.0,1.0,0.6676,0.6679,-0.01123,0.03773,1830.5488,1618.65088
0.52766,-0.61572,0.98358,-0.0,1.0,0.6672,0.6665,-0.0098,0.06689,540.8909,465.2742
-0.33486,-3.21634,0.98998,0.0,1.0,0.6655,0.66442,-0.01323,0.01233,7218.3096,7120.55029
0.30192,-2.14874,0.98689,-0.0,1.0,0.6624,0.66073,-0.01196,-0.03878,376.78625,350.96237
0.43719,-1.21871,0.98719,0.0,1.0,0.6584,0.65678,-0.01264,-0.08347,435.07513,395.40939
0.38856,-1.23653,0.98991,-0.0,1.0,0.6544,0.65313,-0.00795,-0.08163,460.70844,481.51471
0.15664,-3.24552,0.99038,-0.0,1.0,0.6489,0.64493,-0.02358,-0.32585,2042.0442,846.28992
0.29357,-2.8764,0.98454,0.0,1.0,0.642,0.64035,-0.00771,-0.02984,1929.6814,1674.06506
0.7932,0.19503,0.99028,-0.0,1.0,0.6406,0.64136,-0.00604,-0.06291,1408.1201,1371.42566
0.73448,0.10015,0.98991,-0.0,1.0,0.639,0.63722,-0.00526,0.04749,774.7944,757.31549
0.23335,-2.04705,0.9903,-0.0,1.0,0.634,0.63059,-0.00724,-0.09768,1478.2673,1084.13318
0.3808,-1.86632,0.98653,0.0,1.0,0.6269,0.62405,-0.02168,-0.08558,382.95883,329.76791
0.05944,-1.62972,0.99116,-0.0,1.0,0.6203,0.61721,-0.01139,-0.12483,789.9313,721.18823
0.70272,-0.31894,0.98953,0.0,1.0,0.6188,0.61909,-0.01023,-0.0594,1379.066,1214.56555
-0.17108,-3.6279,0.98678,-0.0,1.0,0.6205,0.6214,-0.00611,-0.02756,2691.4705,2317.10181
0.49841,-1.08559,0.98638,0.0,1.0,0.6177,0.61469,-0.00429,-0.02418,674.3888,611.53711
0.26836,-6.01763,0.98904,-0.0,1.0,0.6175,0.61973,-0.00611,0.00546,695.9036,712.14398
-0.09463,-3.35218,0.97331,-0.0,1.0,0.6214,0.62183,-0.01606,0.03926,4015.4038,3890.63965
0.76111,0.12838,0.98768,-0.0,1.0,0.6193,0.6174,-0.00469,0.25586,1800.2499,1386.04016
-0.2554,-4.18744,0.9878,0.0,1.0,0.6148,0.61308,-0.00995,-0.28437,2924.1775,745.19379
-0.47684,-4.957,0.98388,-0.0,1.0,0.6108,0.60984,-0.03698,0.2387,9867.325,13253.5459
-0.03358,-4.06435,0.98628,0.0,1.0,0.6065,0.60324,-0.01285,0.0077,3574.1978,2977.05322
0.66193,-0.32787,0.98956,0.0,1.0,0.6036,0.60242,-0.00307,0.02585,1988.8518,1697.23853
0.72009,-0.81714,0.99198,0.0,1.0,0.6026,0.60338,-0.01095,-0.06305,1946.0547,1656.88672
0.7224,-0.5447,0.98774,0.0,1.0,0.6029,0.60183,-0.00336,0.2158,1454.4312,1049.47083
0.28907,-0.87264,0.97768,-0.0,1.0,0.5981,0.59517,-0.0226,-0.18845,299.83444,319.41403
-0.84343,-5.28985,0.98737,0.0,1.0,0.5923,0.58986,-0.02215,-0.12959,12552.498,10136.28516
0.21542,-2.07985,0.98303,0.0,1.0,0.592,0.59343,-0.008,0.09175,783.9976,782.89948
0.63624,-0.36996,0.98458,-0.0,1.0,0.5912,0.59019,-0.00562,-0.00152,1038.7021,866.72559
-1.00195,-4.98216,0.98646,-0.0,1.0,0.5897,0.59053,-0.03805,-0.18747,17537.979,14564.28516
0.31126,-1.83848,0.98858,0.0,1.0,0.589,0.58672,-0.00463,0.06054,616.30457,507.82785
0.58619,-0.35826,0.98992,-0.0,1.0,0.5892,0.5914,-0.00978,-0.23343,897.966,797.81036
0.28344,-2.59763,0.99019,-0.0,1.0,0.5902,0.59029,-0.01687,0.1053,1522.3601,1723.79382
0.68738,-0.90222,0.98988,0.0,1.0,0.5901,0.58914,-0.00401,0.17199,1220.2562,954.58472
-0.07445,-5.11527,0.98328,0.0,1.0,0.5906,0.59215,-0.01798,-0.14076,7251.2876,5560.6377
0.16056,-2.70301,0.98417,-0.0,1.0,0.5923,0.59151,-0.00684,-0.04208,1722.4865,1607.77112
0.71945,-0.34049,0.98959,-0.0,1.0,0.5916,0.59116,-0.00623,-0.03287,991.6037,926.99353
0.27362,-2.49121,0.98747,0.0,1.0,0.5885,0.58634,-0.0098,-0.00723,1602.511,1547.51001
0.32524,-1.93275,0.98708,-0.0,1.0,0.5848,0.58341,-0.00647,-0.11104,534.1009,405.207
0.28588,-2.26198,0.98803,-0.0,1.0,0.5794,0.57599,-0.0099,-0.06535,867.451,850.64685
0.56055,-0.90877,0.98403,0.0,1.0,0.5762,0.57607,-0.0048,-0.0249,702.55994,614.30707
0.35817,-1.73977,0.99088,-0.0,1.0,0.5724,0.5687,-0.01178,-0.14397,355.8148,300.68207
0.65047,-0.25554,0.98238,-0.0,1.0,0.5711,0.57378,-0.00374,0.03497,991.3123,784.84668
0.55323,-1.13182,0.99031,0.0,1.0,0.5741,0.57555,-0.00528,-0.04373,367.4271,338.46799
0.16487,-1.33133,0.99028,-0.0,1.0,0.5717,0.56837,-0.00879,0.23095,668.994,771.21271
0.72585,-0.45598,0.99098,0.0,1.0,0.5679,0.56756,-0.00821,-0.05106,866.8252,735.70398
-0.04205,-4.08863,0.97937,0.0,1.0,0.5651,0.56353,-0.02593,-0.15187,3450.0398,2601.64868
0.55842,-0.84793,0.99108,-0.0,1.0,0.5611,0.55937,-0.01881,-0.02227,544.10046,647.66138
0.31136,-2.1363,0.986,0.0,1.0,0.5563,0.55293,-0.00519,-0.13875,1027.5151,908.99365
0.37527,-1.25184,0.98755,-0.0,1.0,0.553,0.5536,-0.01785,0.02292,768.0277,773.0387
0.13975,-1.86941,0.98513,0.0,1.0,0.5496,0.54619,-0.00921,-0.12046,1222.0469,1059.66931
0.58145,-1.19612,0.98651,-0.0,1.0,0.5468,0.54674,-0.00578,-0.0702,923.8615,788.25854
0.59855,-1.22875,0.99138,0.0,1.0,0.5452,0.54477,-0.00519,0.02902,897.9287,751.7641
-0.33874,-2.75973,0.98782,0.0,1.0,0.5478,0.54955,-0.01321,0.03794,6896.1436,6724.83301
